Année scolaire;Code région;Code région Insee;Libellé région académique;Code académie;Libellé académie;Code département;Libellé département;Code commune Insee;Libellé commune;UAI;Nom de l'établissement;Secteur;IPS;Ecart type de l'IPS;IPS national privé;IPS national public;IPS national;IPS académique privé;IPS académique public;IPS académique;IPS départemental privé;IPS départemental public;IPS départemental;Latitude et longitude WGS84
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;37;INDRE-ET-LOIRE;37109;FONDETTES;0371397T;COLLEGE JEAN ROUX;public;126.4;34.3;124.1;100.9;105.9;121.5;99.9;103.1;126.5;105.1;109.1;47.4034590657236, 0.6011700218261434
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38317;LE PONT DE CLAIX;0380013H;COLLEGE NELSON MANDELA;public;83.0;25.8;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.132686918601145, 5.697140547137221
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38151;ECHIROLLES;0380021S;COLLEGE LOUIS LUMIERE;public;99.0;32.8;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.150072435824605, 5.720319716754684
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38189;HEYRIEUX;0380038K;COLLEGE JACQUES PREVERT;public;118.1;33.1;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.6300824251999, 5.055609415924526
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38226;MENS;0380039L;COLLEGE DU TRIEVES;public;110.0;30.0;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;44.81599274313365, 5.749589959318093
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38247;MONTALIEU VERCIEU;0380045T;COLLEGE LES PIERRES PLANTES;public;101.5;29.9;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.8063114059165, 5.399224086726931
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38421;SAINT MARTIN D HERES;0380065P;COLLEGE HENRI WALLON;public;85.1;30.6;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.17553965675825, 5.764599912225057
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38485;SEYSSINET PARISET;0380072X;COLLEGE PIERRE DUBOIS;public;106.4;35.0;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.1761197483732, 5.689690556617727
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38185;GRENOBLE;0381604M;COLLEGE VERCORS;public;82.6;31.4;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.177163473158906, 5.743450407698
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38053;BOURGOIN JALLIEU;0381687C;COLLEGE PRIVE SAINT JOSEPH;privé sous contrat;128.8;29.7;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38130;LA COTE SAINT ANDRE;0381689E;COLLEGE PRIVE SAINT FRANCOIS;privé sous contrat;119.6;29.7;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.393243724293974, 5.2551497737791575
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38562;VIZILLE;0381779C;COLLEGE LES MATTONS;public;110.8;34.4;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.08673822168565, 5.775450530668315
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38169;FONTAINE;0381810L;COLLEGE GERARD PHILIPE;public;86.7;30.6;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.1998522454648, 5.678450539194562
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38421;SAINT MARTIN D HERES;0381812N;COLLEGE FERNAND LEGER;public;100.5;33.2;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.168316764362544, 5.764993729293553
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38545;VIF;0382039K;COLLEGE LE MASSEGU;public;116.6;31.1;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.051478674187656, 5.67203031640365
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38053;BOURGOIN JALLIEU;0382174G;COLLEGE SALVADOR ALLENDE;public;88.5;29.9;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.612403028149586, 5.265332604256228
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38537;LA VERPILLIERE;0382176J;COLLEGE ANNE FRANK;public;106.9;34.3;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.634413113118846, 5.140750055905572
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38511;LE TOUVET;0382204P;COLLEGE LA PIERRE AIGUILLE;public;133.5;33.9;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.36150608433988, 5.947130602523035
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38401;SAINT JEAN DE SOUDAIN;0382621T;COLLEGE LES DAUPHINS;public;105.7;31.6;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.562246288772435, 5.43128036428995
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38111;CLAIX;0382865H;COLLEGE GEORGES POMPIDOU;public;124.2;36.6;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.120200410251684, 5.693920332793923
2023-2024;01;84;AUVERGNE-RHONE-ALPES;08;GRENOBLE;38;ISERE;38095;CHATTE;0383345E;COLLEGE OLYMPE DE GOUGES;public;114.1;32.7;124.1;100.9;105.9;122.6;106.2;109.8;126.8;107.8;111.3;45.13945646124848, 5.291689502834238
2023-2024;02;27;BOURGOGNE-FRANCHE-COMTE;03;BESANCON;39;JURA;39189;DAMPARIS;0390010Z;COLLEGE JEAN JAURES;public;103.1;30.6;124.1;100.9;105.9;110.1;98.5;100.7;104.2;100.6;101.3;47.068157830450474, 5.414599444546968
2023-2024;02;27;BOURGOGNE-FRANCHE-COMTE;03;BESANCON;39;JURA;39478;SAINT CLAUDE;0390071R;INSTITUTION SAINT OYEND;privé sous contrat;107.4;29.8;124.1;100.9;105.9;110.1;98.5;100.7;104.2;100.6;101.3;46.38839519945327, 5.865762577914772
2023-2024;02;27;BOURGOGNE-FRANCHE-COMTE;03;BESANCON;39;JURA;39434;POLIGNY;0390072S;COLLEGE PRIVE NOTRE DAME;privé sous contrat;97.7;22.6;124.1;100.9;105.9;110.1;98.5;100.7;104.2;100.6;101.3;46.83691636120194, 5.706439553488006
2023-2024;02;27;BOURGOGNE-FRANCHE-COMTE;03;BESANCON;39;JURA;39391;NOZEROY;0390784R;COLLEGE GILBERT COUSIN;public;98.5;25.8;124.1;100.9;105.9;110.1;98.5;100.7;104.2;100.6;101.3;46.779338290770895, 6.0462605835345515
2023-2024;02;27;BOURGOGNE-FRANCHE-COMTE;03;BESANCON;39;JURA;39434;POLIGNY;0390798F;COLLEGE JULES GREVY;public;101.8;31.8;124.1;100.9;105.9;110.1;98.5;100.7;104.2;100.6;101.3;46.837575759175536, 5.698159553326336
2023-2024;02;27;BOURGOGNE-FRANCHE-COMTE;03;BESANCON;39;JURA;39487;SAINT LAURENT EN GRANDVAUX;0390916J;COLLEGE LOUIS BOUVIER;public;101.6;31.2;124.1;100.9;105.9;110.1;98.5;100.7;104.2;100.6;101.3;46.578175817522556, 5.953989894486795
2023-2024;02;27;BOURGOGNE-FRANCHE-COMTE;03;BESANCON;39;JURA;39500;SALINS LES BAINS;0390962J;COLLEGE VICTOR CONSIDERANT;public;106.3;33.3;124.1;100.9;105.9;110.1;98.5;100.7;104.2;100.6;101.3;46.949158115055546, 5.882903591378322
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;40;LANDES;40233;POUILLON;0400032T;COLLEGE ROSA PARKS;public;102.9;29.1;124.1;100.9;105.9;125.1;105.3;109.2;117.8;103.8;105.2;43.60583172823358, -0.9968196949005802
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;40;LANDES;40243;RION DES LANDES;0400033U;COLLEGE MARIE CURIE;public;98.9;28.1;124.1;100.9;105.9;125.1;105.3;109.2;117.8;103.8;105.2;43.936169956156434, -0.923247001463269
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;40;LANDES;40245;ROQUEFORT;0400034V;COLLEGE GEORGE SAND;public;99.3;26.1;124.1;100.9;105.9;125.1;105.3;109.2;117.8;103.8;105.2;44.03198233458615, -0.32152148683669396
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;40;LANDES;40282;SAINT SEVER;0400038Z;COLLEGE CAP DE GASCOGNE;public;103.4;29.8;124.1;100.9;105.9;125.1;105.3;109.2;117.8;103.8;105.2;43.756534993237274, -0.5737357416060608
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;40;LANDES;40313;TARTAS;0400077S;COLLEGE PRIVE SAINT JOSEPH;privé sous contrat;95.9;22.9;124.1;100.9;105.9;125.1;105.3;109.2;117.8;103.8;105.2;43.83164915689913, -0.806446759737846
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;40;LANDES;40281;SAINT PIERRE DU MONT;0400103V;COLLEGE LUBET BARBON;public;97.4;33.4;124.1;100.9;105.9;125.1;105.3;109.2;117.8;103.8;105.2;43.87779141657054, -0.5093728558010466
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;40;LANDES;40184;MIMIZAN;0400105X;COLLEGE JACQUES PREVERT;public;101.3;29.1;124.1;100.9;105.9;125.1;105.3;109.2;117.8;103.8;105.2;44.203915674065435, -1.222357083192912
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;40;LANDES;40088;DAX;0400729A;COLLEGE L DUSSARRAT DIT LEON DES LANDES;public;102.0;35.2;124.1;100.9;105.9;125.1;105.3;109.2;117.8;103.8;105.2;43.7053296231459, -1.0588430204792658
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;40;LANDES;40192;MONT DE MARSAN;0400774Z;COLLEGE CEL LE GAUCHER;public;109.1;33.4;124.1;100.9;105.9;125.1;105.3;109.2;117.8;103.8;105.2;43.882512288627865, -0.47111556675180616
2023-2024;15;75;NOUVELLE-AQUITAINE;04;BORDEAUX;40;LANDES;40004;ANGRESSE;0401091U;COLLEGE ELISABETH ET ROBERT BADINTER;public;116.8;31.9;124.1;100.9;105.9;125.1;105.3;109.2;117.8;103.8;105.2;43.66038076145242, -1.3582992189175036
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;41;LOIR-ET-CHER;41173;BEAUCE LA ROMAINE;0410016V;COLLEGE RENE CASSIN;public;98.6;27.4;124.1;100.9;105.9;121.5;99.9;103.1;114.7;98.7;101.3;47.909437834409, 1.5303600425269182
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;41;LOIR-ET-CHER;41199;SAINT AMAND LONGPRE;0410024D;COLLEGE HONORE DE BALZAC;public;104.2;30.4;124.1;100.9;105.9;121.5;99.9;103.1;114.7;98.7;101.3;47.688530952776, 1.0146305278550543
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;41;LOIR-ET-CHER;41143;MONDOUBLEAU;0410596A;COLLEGE ALPHONSE KAAR;public;92.4;28.1;124.1;100.9;105.9;121.5;99.9;103.1;114.7;98.7;101.3;47.98121999742099, 0.8993693796117779
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;41;LOIR-ET-CHER;41018;BLOIS;0410621C;COLLEGE PRIVE SAINT VINCENT PERE BROTTIER;privé sous contrat;81.3;22.6;124.1;100.9;105.9;121.5;99.9;103.1;114.7;98.7;101.3;47.596549628490656, 1.305930012357478
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;41;LOIR-ET-CHER;41136;MER;0410681T;COLLEGE PRIVE NOTRE DAME SAINT JOSEPH;privé sous contrat;116.1;21.4;124.1;100.9;105.9;121.5;99.9;103.1;114.7;98.7;101.3;47.70098215316235, 1.5089997393246546
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;41;LOIR-ET-CHER;41295;VINEUIL;0410773T;COLLEGE PRIVE NOTRE DAME;privé sous contrat;111.4;25.1;124.1;100.9;105.9;121.5;99.9;103.1;114.7;98.7;101.3;47.58105632247932, 1.3750897355250054
2023-2024;04;24;CENTRE-VAL DE LOIRE;18;ORLEANS-TOURS;41;LOIR-ET-CHER;41018;BLOIS;0410952M;COLLEGE FRANCOIS RABELAIS;public;67.5;21.7;124.1;100.9;105.9;121.5;99.9;103.1;114.7;98.7;101.3;47.59447793664912, 1.3163799783909151
2023-2024;01;84;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42059;CHAZELLES SUR LYON;0420011J;COLLEGE JACQUES BREL;public;108.5;32.1;124.1;100.9;105.9;127.1;102.3;109.6;111.1;98.0;101.9;45.63421184303466, 4.390929831067519
2023-2024;01;84;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42165;PANISSIERES;0420023X;COLLEGE DES MONTAGNES DU MATIN;public;104.0;30.5;124.1;100.9;105.9;127.1;102.3;109.6;111.1;98.0;101.9;45.78905515675083, 4.343599614626882
2023-2024;01;84;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42218;SAINT ETIENNE;0420058K;COLLEGE LES CHAMPS;public;105.8;31.7;124.1;100.9;105.9;127.1;102.3;109.6;111.1;98.0;101.9;45.46410448054007, 4.3757195772214725
2023-2024;01;84;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42147;MONTBRISON;0421032U;COLLEGE PRIVE VICTOR DE LAPRADE;privé sous contrat;111.6;30.4;124.1;100.9;105.9;127.1;102.3;109.6;111.1;98.0;101.9;45.60880638189259, 4.066080382424795
2023-2024;01;84;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42218;SAINT ETIENNE;0421041D;COLLEGE PRIVE NOTRE DAME D ESPERANCE;privé sous contrat;105.8;33.5;124.1;100.9;105.9;127.1;102.3;109.6;111.1;98.0;101.9;45.45539934535039, 4.3773301044679025
2023-2024;01;84;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42094;FEURS;0421057W;COLLEGE PRIVE MARCELLIN CHAMPAGNAT;privé sous contrat;108.8;31.0;124.1;100.9;105.9;127.1;102.3;109.6;111.1;98.0;101.9;45.74538178464553, 4.223950383047847
2023-2024;01;84;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42019;BOEN SUR LIGNON;0421085B;COLLEGE L ASTREE;public;101.0;30.0;124.1;100.9;105.9;127.1;102.3;109.6;111.1;98.0;101.9;45.7428631640719, 4.014289709760921
2023-2024;01;84;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42218;SAINT ETIENNE;0421451Z;COLLEGE MARC SEGUIN;public;75.3;20.9;124.1;100.9;105.9;127.1;102.3;109.6;111.1;98.0;101.9;45.465018037373156, 4.408860006920129
2023-2024;01;84;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42234;SAINT HEAND;0421565Y;COLLEGE PRIVE JOSEPH COLLARD;privé sous contrat;120.1;29.5;124.1;100.9;105.9;127.1;102.3;109.6;111.1;98.0;101.9;45.53167547704625, 4.375308650754914
2023-2024;01;84;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42218;SAINT ETIENNE;0421569C;COLLEGE ARISTIDE BRIAND;public;90.9;32.8;124.1;100.9;105.9;127.1;102.3;109.6;111.1;98.0;101.9;45.44153131726916, 4.4349195821724585
2023-2024;01;84;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42095;FIRMINY;0421681Z;COLLEGE WALDECK ROUSSEAU;public;81.7;26.1;124.1;100.9;105.9;127.1;102.3;109.6;111.1;98.0;101.9;45.385795613088646, 4.288569548757258
2023-2024;01;84;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42187;ROANNE;0421683B;COLLEGE JULES FERRY;public;89.1;31.1;124.1;100.9;105.9;127.1;102.3;109.6;111.1;98.0;101.9;46.031889432489095, 4.069500463063687
2023-2024;01;84;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42279;SAINT JUST SAINT RAMBERT;0421734G;COLLEGE ANNE FRANK;public;118.3;35.0;124.1;100.9;105.9;127.1;102.3;109.6;111.1;98.0;101.9;45.5001044321641, 4.249280119262103
2023-2024;01;84;AUVERGNE-RHONE-ALPES;10;LYON;42;LOIRE;42218;SAINT ETIENNE;0421803G;COLLEGE PRIVE LES MARISTES ST ETIENNE;privé sous contrat;87.0;31.6;124.1;100.9;105.9;127.1;102.3;109.6;111.1;98.0;101.9;45.42188747638339, 4.39869989088393
2023-2024;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;43;HAUTE-LOIRE;43080;CRAPONNE SUR ARZON;0430010C;COLLEGE DES HAUTS DE L ARZON;public;95.1;23.9;124.1;100.9;105.9;116.0;101.8;104.9;107.6;102.7;104.9;45.32652197329684, 3.844357375026
2023-2024;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;43;HAUTE-LOIRE;43148;PAULHAGUET;0430019M;COLLEGE VAL DE SENOUIRE;public;95.5;29.3;124.1;100.9;105.9;116.0;101.8;104.9;107.6;102.7;104.9;45.210550073010886, 3.5169403638486085
2023-2024;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;43;HAUTE-LOIRE;43162;RETOURNAC;0430026V;COLLEGE BORIS VIAN;public;100.9;28.4;124.1;100.9;105.9;116.0;101.8;104.9;107.6;102.7;104.9;45.20653173502282, 4.036050047176361
2023-2024;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;43;HAUTE-LOIRE;43157;LE PUY EN VELAY;0430043N;COLLEGE JULES VALLES;public;98.6;36.8;124.1;100.9;105.9;116.0;101.8;104.9;107.6;102.7;104.9;45.03779319919752, 3.88308051130181
2023-2024;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;43;HAUTE-LOIRE;43012;AUREC SUR LOIRE;0430052Y;COLLEGE PRIVE NOTRE DAME DE LA FAYE;privé sous contrat;111.7;31.2;124.1;100.9;105.9;116.0;101.8;104.9;107.6;102.7;104.9;45.36740321065919, 4.199040095302163
2023-2024;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;43;HAUTE-LOIRE;43244;TENCE;0430093T;COLLEGE PRIVE SAINT MARTIN;privé sous contrat;101.9;25.9;124.1;100.9;105.9;116.0;101.8;104.9;107.6;102.7;104.9;45.11543848604263, 4.289730030565818
2023-2024;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;43;HAUTE-LOIRE;43268;YSSINGEAUX;0430135N;COLLEGE JEAN MONNET;public;102.2;33.5;124.1;100.9;105.9;116.0;101.8;104.9;107.6;102.7;104.9;45.129956644071974, 4.121530045054418
2023-2024;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;43;HAUTE-LOIRE;43137;MONISTROL SUR LOIRE;0430663M;COLLEGE LE MONTEIL;public;110.3;34.0;124.1;100.9;105.9;116.0;101.8;104.9;107.6;102.7;104.9;45.29223060103258, 4.163860457965475
2023-2024;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;43;HAUTE-LOIRE;43040;BRIOUDE;0430854V;COLLEGE LA FAYETTE;public;99.0;34.9;124.1;100.9;105.9;116.0;101.8;104.9;107.6;102.7;104.9;45.28996447771713, 3.381430401196161
2023-2024;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;43;HAUTE-LOIRE;43040;BRIOUDE;0430898T;COLLEGE PRIVE SAINT JULIEN;privé sous contrat;103.9;26.0;124.1;100.9;105.9;116.0;101.8;104.9;107.6;102.7;104.9;45.29131367149943, 3.3889203037554627
2023-2024;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;43;HAUTE-LOIRE;43157;LE PUY EN VELAY;0430903Y;COLLEGE PRIVE SAINT JACQUES DE COMPOSTELLE;privé sous contrat;111.3;27.5;124.1;100.9;105.9;116.0;101.8;104.9;107.6;102.7;104.9;45.04686987477896, 3.8823701432633895
2023-2024;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;43;HAUTE-LOIRE;43137;MONISTROL SUR LOIRE;0430906B;COLLEGE PRIVE NOTRE DAME DU CHATEAU;privé sous contrat;111.5;31.9;124.1;100.9;105.9;116.0;101.8;104.9;107.6;102.7;104.9;45.29262017341616, 4.169248844244565
2023-2024;01;84;AUVERGNE-RHONE-ALPES;06;CLERMONT-FERRAND;43;HAUTE-LOIRE;43012;AUREC SUR LOIRE;0430987P;COLLEGE DES GORGES DE LA LOIRE;public;103.5;33.0;124.1;100.9;105.9;116.0;101.8;104.9;107.6;102.7;104.9;45.36890718676442, 4.189490472729531
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44043;CLISSON;0440008V;COLLEGE CACAULT;public;113.2;34.2;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.092117296251416, -1.2892775741771108
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44087;MACHECOUL SAINT MEME;0440018F;COLLEGE RAYMOND QUENEAU;public;92.2;25.9;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;46.99043905299262, -1.818739971188107
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44109;NANTES;0440025N;COLLEGE HECTOR BERLIOZ;public;114.6;43.3;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.2404904329111, -1.5716401397055042
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44135;LE POULIGUEN;0440061C;COLLEGE JULES VERNE;public;104.5;28.7;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.26662025485582, -2.4340996869980076
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44067;GUEMENE PENFAO;0440192V;COLLEGE PRIVE SAINT MICHEL;privé sous contrat;103.7;28.0;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.630474581835664, -1.8320503743451562
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44101;LA MONTAGNE;0440198B;COLLEGE PRIVE NOTRE DAME;privé sous contrat;124.9;29.9;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.189469905289506, -1.6865400315276866
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44109;NANTES;0440210P;COLLEGE PRIVE SAINTE MADELEINE LA JOLIVERIE;privé sous contrat;115.2;35.5;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.20669035160314, -1.5517703764870374
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44109;NANTES;0440219Z;COLLEGE PRIVE SAINT JACQUES DE COMPOSTELLE;privé sous contrat;105.5;29.5;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.1955557393812, -1.539660254937077
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44187;SAINT PERE EN RETZ;0440238V;COLLEGE PRIVE SAINT ROCH;privé sous contrat;106.5;27.5;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.2057263614242, -2.041929551764572
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44109;NANTES;0440283U;COLLEGE LIBERTAIRE RUTIGLIANO;public;94.9;38.3;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.240168666267195, -1.5406446092020099
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44131;PORNIC;0440289A;COLLEGE JEAN MOUNES;public;111.3;34.1;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.11691314596976, -2.0963203684025578
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44036;CHATEAUBRIANT;0440348P;COLLEGE LA VILLE AUX ROSES;public;91.0;30.2;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.71044564035731, -1.3844179749751808
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44109;NANTES;0441545R;COLLEGE LA NOE LAMBERT;public;106.9;44.9;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.23201709108662, -1.5272795035778097
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44195;SAVENAY;0441657M;COLLEGE ANTOINE DE SAINT EXUPERY;public;113.3;33.1;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.36153921681086, -1.934276666910907
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44172;SAINTE LUCE SUR LOIRE;0441724K;COLLEGE LA REINETIERE;public;111.1;39.1;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.2580077907531, -1.4907927011526763
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44168;SAINT JOACHIM;0441728P;COLLEGE RENE CHAR;public;99.1;29.5;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.382320776525894, -2.1926899763923666
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44161;SAINT GILDAS DES BOIS;0441939U;COLLEGE PRIVE GABRIEL DESHAYES;privé sous contrat;104.6;29.3;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.51850078199674, -2.0389070835381147
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44109;NANTES;0442119P;COLLEGE PRIVE DE BRETAGNE;privé sous contrat;132.4;33.1;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.23268537704002, -1.5205601557879864
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44188;SAINT PHILBERT DE GRAND LIEU;0442186M;COLLEGE CONDORCET;public;107.5;31.9;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.03979366337347, -1.6478602909800686
2023-2024;17;52;PAYS DE LA LOIRE;17;NANTES;44;LOIRE-ATLANTIQUE;44035;LA CHAPELLE SUR ERDRE;0442388G;CENTRE EDUCATIF NANTAIS POUR SPORTIFS;privé sous contrat;128.2;32.2;124.1;100.9;105.9;116.8;102.9;108.8;123.7;109.2;115.1;47.26051923644993, -1.541360117525678
