Rentrée scolaire;Académie;Code du département;Département;UAI;Nom de l'établissment;Code INSEE de la commune;Nom de la commune;Secteur;IPS
2021-2022;TOULOUSE;082;TARN-ET-GARONNE;0820478Z;ECOLE PRIMAIRE;82176;LA SALVETAT BELMONTET;public;102.5
2021-2022;TOULOUSE;082;TARN-ET-GARONNE;0820503B;ECOLE PRIMAIRE GERARD LALANNE;82186;VALENCE;public;99.3
2021-2022;TOULOUSE;082;TARN-ET-GARONNE;0820570Z;ECOLE PRIMAIRE PRIVEE LA SAINTE FAMILLE NOTRE DAME;82033;CASTELSARRASIN;privé sous contrat;107.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0624002N;ECOLE ELEMENTAIRE DESNOS CASANOVA;62065;AVION;public;83.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0624005S;ECOLE PRIMAIRE PUBLIQUE SUZANNE LANOY;62133;BILLY MONTIGNY;public;90.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0624006T;ECOLE ELEMENTAIRE LEULIETTE EURVIN;62160;BOULOGNE SUR MER;public;95.1
2021-2022;LILLE;062;PAS-DE-CALAIS;0624008V;ECOLE ELEMENTAIRE LES ALOUETTES;62186;BULLY LES MINES;public;80.4
2021-2022;LILLE;062;PAS-DE-CALAIS;0624009W;ECOLE PRIMAIRE ANTOINE PARMENTIER;62193;CALAIS;public;94.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0624012Z;ECOLE ELEMENTAIRE ARMAND FALLIERES;62427;HENIN BEAUMONT;public;75.8
2021-2022;LILLE;062;PAS-DE-CALAIS;0624015C;ECOLE ELEMENTAIRE JEAN MACE HENRI BARBUSSE;62737;SAINS EN GOHELLE;public;80.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0624115L;ECOLE PRIMAIRE;62383;GOUY SOUS BELLONNE;public;111.6
2021-2022;LILLE;062;PAS-DE-CALAIS;0624120S;ECOLE PRIMAIRE LES GORGES BLEUES;62584;MONT BERNANCHON;public;114.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0624121T;ECOLE PRIMAIRE MICHEL DE MONTAIGNE;62620;NORRENT FONTES;public;105.9
2021-2022;LILLE;062;PAS-DE-CALAIS;0624211R;ECOLE ELEMENTAIRE JOSEPH LARDE RPI 112;62600;NEDON;public;101.3
2021-2022;LILLE;062;PAS-DE-CALAIS;0624226G;ECOLE ELEMENTAIRE VICTOR HUGO;62865;VITRY EN ARTOIS;public;92.5
2021-2022;LILLE;062;PAS-DE-CALAIS;0624461M;ECOLE PRIMAIRE THERESE CAUCHE;62498;LENS;public;70.7
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630120N;ECOLE ELEMENTAIRE HENRI POURRAT;63003;AMBERT;public;97.6
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630143N;ECOLE ELEMENTAIRE VERCINGETORIX;63014;AUBIERE;public;110.7
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630158E;ECOLE PRIMAIRE;63022;AUZAT LA COMBELLE;public;84.7
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630169S;ECOLE ELEMENTAIRE;63026;AYDAT;public;127.1
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630196W;ECOLE ELEMENTAIRE GABRIEL PEJOUX;63044;BONGHEAT;public;108.1
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630223A;ECOLE ELEMENTAIRE;63056;BROUSSE;public;104.4
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630311W;ECOLE ELEMENTAIRE MARIUS POURTIER;63244;CHAMBARON SUR MORGE;public;123.7
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630340C;ECOLE ELEMENTAIRE L ETANG;63083;CHANAT LA MOUTEYRE;public;109.9
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630388E;ECOLE PRIMAIRE;63131;CULHAT;public;102.0
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630400T;ECOLE PRIMAIRE;63139;DORE L EGLISE;public;95.8
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630486L;ECOLE PRIMAIRE;63199;LUDESSE;public;122.0
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630488N;ECOLE PRIMAIRE LES MARRONNIERS;63200;LUSSAT;public;107.7
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630490R;ECOLE PRIMAIRE LA GRANDE OURSE;63203;MALAUZAT;public;114.6
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630510M;ECOLE ELEMENTAIRE;63213;LES MARTRES D ARTIERE;public;117.2
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630525D;ECOLE ELEMENTAIRE;63224;MENETROL;public;107.8
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630536R;ECOLE ELEMENTAIRE;63227;MIREFLEURS;public;123.1
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630551G;ECOLE PRIMAIRE DU SANCY;63236;MONT DORE;public;110.6
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630584T;ECOLE PRIMAIRE;63261;ORBEIL;public;121.1
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630594D;ECOLE PRIMAIRE;63267;PALLADUC;public;92.0
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630641E;ECOLE PRIMAIRE;63296;RAVEL;public;109.7
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630658Y;ECOLE PRIMAIRE;63305;ROCHEFORT MONTAGNE;public;110.2
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630693L;ECOLE PRIMAIRE;63321;SAINT BABEL;public;112.3
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630783J;ECOLE ELEMENTAIRE;63383;SAINT PIERRE COLAMINE;public;115.4
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630792U;ECOLE PRIMAIRE;63388;SAINT PRIEST DES CHAMPS;public;95.1
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630843Z;ECOLE PRIMAIRE;63426;TAUVES;public;101.4
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630848E;ECOLE PRIMAIRE LES GARNIERS;63430;THIERS;public;96.2
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630855M;ECOLE PRIMAIRE GEORGE SAND;63430;THIERS;public;68.7
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630872F;ECOLE ELEMENTAIRE;63444;VARENNES SUR USSON;public;105.5
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630875J;ECOLE PRIMAIRE;63448;LE VERNET CHAMEANE;public;99.6
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630880P;ECOLE ELEMENTAIRE;63450;VERNEUGHEOL;public;93.7
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630881R;ECOLE ELEMENTAIRE;63451;VERNINES;public;113.4
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630900L;ECOLE ELEMENTAIRE;63465;VIVEROLS;public;101.5
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630907U;ECOLE PRIMAIRE;63469;VOLLORE VILLE;public;104.4
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630910X;ECOLE PRIMAIRE SIMONE VEIL;63472;YRONDE ET BURON;public;119.9
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630918F;ECOLE PRIMAIRE CHAMPEYROUX;63362;SAINT IGNAT;public;102.7
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630920H;ECOLE PRIMAIRE;63424;SURAT;public;121.8
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630928S;ECOLE ELEMENTAIRE;63201;LUZILLAT;public;93.1
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630936A;ECOLE PRIMAIRE;63332;SAINT CLEMENT DE REGNAT;public;111.3
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630944J;ECOLE PRIMAIRE;63215;MARTRES SUR MORGE;public;122.0
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630954V;ECOLE ELEMENTAIRE;63427;TEILHEDE;public;120.7
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0630973R;ECOLE PRIMAIRE ANTOINE CAILLAUD;63143;EFFIAT;public;115.3
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631024W;ECOLE ELEMENTAIRE BEAUDONNAT;63014;AUBIERE;public;123.2
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631215D;ECOLE ELEMENTAIRE HENRI BARBUSSE;63069;LE CENDRE;public;104.3
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631252U;ECOLE ELEMENTAIRE;63214;LES MARTRES DE VEYRE;public;117.2
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631255X;ECOLE PRIMAIRE;63283;PONTAUMUR;public;106.0
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631260C;ECOLE PRIMAIRE;63353;SAINT GERMAIN L HERM;public;92.2
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631295R;ECOLE ELEMENTAIRE PRIVEE SAINTE HELENE;63012;ARTONNE;privé sous contrat;108.3
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631306C;ECOLE ELEMENTAIRE PRIVEE SAINTE PHILOMENE;63244;CHAMBARON SUR MORGE;privé sous contrat;109.9
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631319S;ECOLE ELEMENTAIRE PRIVEE LES CORDELIERS;63113;CLERMONT FERRAND;privé sous contrat;101.1
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631387R;ECOLE ELEMENTAIRE LEON DHERMAIN;63124;COURNON D AUVERGNE;public;109.7
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631389T;ECOLE ELEMENTAIRE;63148;ENNEZAT;public;112.1
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631390U;ECOLE ELEMENTAIRE LA FLEURIE;63193;LEMPDES;public;99.2
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631419A;ECOLE PRIMAIRE;63463;VISCOMTAT;public;105.1
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631422D;ECOLE PRIMAIRE;63093;CHARBONNIERES LES VIEILLES;public;116.8
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631428K;ECOLE PRIMAIRE;63254;NOHANENT;public;117.3
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631442A;ECOLE ELEMENTAIRE PAUL LAPIE;63075;CHAMALIERES;public;136.5
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631534A;ECOLE PRIMAIRE;63211;MARSAC EN LIVRADOIS;public;96.2
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631610H;ECOLE ELEMENTAIRE LUCIE AUBRAC;63124;COURNON D AUVERGNE;public;82.8
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631689U;ECOLE PRIMAIRE LOUISE MICHEL;63233;MONTAIGUT;public;101.2
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631745E;ECOLE PRIMAIRE;63315;SAINT AMANT TALLENDE;public;114.6
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631748H;ECOLE PRIMAIRE;63226;MUR SUR ALLIER;public;120.8
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631844M;ECOLE ELEMENTAIRE JULES FERRY;63113;CLERMONT FERRAND;public;112.8
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631856A;ECOLE ELEMENTAIRE JEAN ZAY;63050;BRASSAC LES MINES;public;89.9
2021-2022;CLERMONT-FERRAND;063;PUY-DE-DOME;0631933J;ECOLE ELEMENTAIRE JEAN ZAY;63032;BEAUMONT;public;116.0
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640276C;ECOLE PRIMAIRE;64023;ANGAIS;public;114.7
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640287P;ECOLE PRIMAIRE;64037;ARBUS;public;123.5
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640305J;ECOLE PRIMAIRE PUBLIQUE;64058;ARTHEZ D ASSON;public;119.4
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640308M;ECOLE ELEMENTAIRE PUBLIQUE JEAN SARRAILH;64061;ARTIX;public;102.1
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640314U;ECOLE ELEMENTAIRE PUBLIQUE;64064;ASASP ARROS;public;94.4
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640343A;ECOLE PRIMAIRE PUBLIQUE;64097;BARZUN;public;117.2
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640344B;ECOLE PRIMAIRE PUBLIQUE;64101;BAUDREIX;public;108.5
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640404S;ECOLE PRIMAIRE;64172;CASTEIDE CANDAU;public;106.0
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640430V;ECOLE PRIMAIRE PUBLIQUE HENRI IV;64191;COARRAZE;public;91.9
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640437C;ECOLE PRIMAIRE;64198;DENGUIN;public;111.9
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640486F;ECOLE PRIMAIRE;64035;ARBONNE;public;119.8
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640504A;ECOLE PRIMAIRE;64086;AYHERRE;public;103.5
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640535J;ECOLE PRIMAIRE LOUIS BARTHOU;64284;JURANCON;public;111.1
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640548Y;ECOLE PRIMAIRE;64301;LAGOR;public;104.0
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640563P;ECOLE PRIMAIRE PUBLIQUE;64329;LEE;public;125.6
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640591V;ECOLE PRIMAIRE;64365;MALAUSSANNE;public;100.9
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640605K;ECOLE PRIMAIRE PUBLIQUE;64376;MEILLON;public;123.1
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640649H;ECOLE PRIMAIRE;64415;NAVAILLES ANGOS;public;124.4
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640654N;ECOLE PRIMAIRE;64419;NOUSTY;public;117.5
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640705U;ECOLE PRIMAIRE PUBLIQUE;64448;POEY DE LESCAR;public;116.3
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640717G;ECOLE PRIMAIRE;64465;RIUPEYROUS;public;112.0
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640723N;ECOLE PRIMAIRE;64470;SAINT ARMOU;public;119.4
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640757A;ECOLE PRIMAIRE;64525;SIROS;public;115.5
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640811J;ECOLE ELEMENTAIRE PUBLIQUE;64120;BEYRIE SUR JOYEUSE;public;99.3
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640869X;ECOLE PRIMAIRE CROIX ROUGE;64189;CIBOURE;public;95.3
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640960W;ECOLE PRIMAIRE PUBLIQUE;64359;LUCQ DE BEARN;public;110.1
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640961X;ECOLE PRIMAIRE PUBLIQUE;64314;LARCEVEAU ARROS CIBITS;public;98.4
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640991E;ECOLE PRIMAIRE BOURG;64407;MOUGUERRE;public;122.8
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0640992F;ECOLE ELEMENTAIRE ELICABERRY;64407;MOUGUERRE;public;118.5
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641005V;ECOLE PRIMAIRE PUBLIQUE;64421;OGEU LES BAINS;public;107.2
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641038F;ECOLE PRIMAIRE PUBLIQUE;64443;PARDIES;public;101.7
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641089L;ECOLE ELEMENTAIRE;64484;SAINT JEAN LE VIEUX;public;103.9
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641103B;ECOLE PRIMAIRE OUROUSPOURE;64496;SAINT PIERRE D IRUBE;public;123.1
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641130F;ECOLE PRIMAIRE PUBLIQUE;64540;URCUIT;public;112.3
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641140S;ECOLE PRIMAIRE PUBLIQUE IDEKIA;64547;USTARITZ;public;103.7
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641153F;ECOLE PRIMAIRE;64516;SEDZERE;public;121.9
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641170Z;ECOLE ELEMENTAIRE PUBLIQUE;64104;BEDOUS;public;100.0
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641171A;ECOLE ELEMENTAIRE PUBLIQUE;64160;CAMBO LES BAINS;public;107.4
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641173C;ECOLE PRIMAIRE;64324;LASSEUBE;public;113.6
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641175E;ECOLE PRIMAIRE PUBLIQUE;64453;PONTACQ;public;112.4
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641243D;ECOLE PRIMAIRE PRIVEE NOTRE DAME SAINT JOSEPH;64430;ORTHEZ;privé sous contrat;112.9
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641251M;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;64407;MOUGUERRE;privé sous contrat;115.1
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641285Z;ECOLE PRIMAIRE PRIVEE STELLA MARIS;64024;ANGLET;privé sous contrat;122.2
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641324S;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;64065;ASCAIN;privé sous contrat;108.6
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641327V;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;64057;ARTHEZ DE BEARN;privé sous contrat;98.4
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641336E;ECOLE PRIMAIRE PRIVEE NICOLAS BARRE SAINT MAUR;64445;PAU;privé sous contrat;99.4
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641342L;ECOLE PRIMAIRE PRIVEE ST FRANCOIS XAVIER;64545;URRUGNE;privé sous contrat;111.2
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641355A;ECOLE PRIMAIRE PRIVEE SAINTE MARIE;64485;SAINT JEAN PIED DE PORT;privé sous contrat;96.5
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641359E;ECOLE PRIMAIRE PRIVEE SAINT MICHEL;64484;SAINT JEAN LE VIEUX;privé sous contrat;116.4
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641369R;ECOLE PRIMAIRE PUBLIQUE;64029;ARAMITS;public;104.5
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641438R;ECOLE ELEMENTAIRE PUBLIQUE LAFITTE;64129;BILLERE;public;95.3
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641451E;ECOLE PRIMAIRE PUBLIQUE AICE ERROTA;64483;SAINT JEAN DE LUZ;public;106.2
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641565D;ECOLE ELEMENTAIRE PUBLIQUE LE PERLIC;64348;LONS;public;103.6
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641605X;ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY;64102;BAYONNE;public;91.0
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641606Y;ECOLE ELEMENTAIRE PUBLIQUE SIMONE VEIL;64102;BAYONNE;public;102.4
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641608A;ECOLE PRIMAIRE CHANTELLE;64129;BILLERE;public;96.7
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641613F;ECOLE PRIMAIRE PRIVEE IKASTOLA OIHANA;64102;BAYONNE;privé sous contrat;109.7
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641618L;ECOLE PRIMAIRE PUBLIQUE;64493;SAINT PALAIS;public;100.1
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641640K;ECOLE PRIMAIRE PRIVEE IKASTOLA EPERRA;64188;CHERAUTE;privé sous contrat;121.9
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641697X;ECOLE PRIMAIRE PUBLIQUE PONDEILH;64422;OLORON SAINTE MARIE;public;103.6
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641701B;ECOLE PRIMAIRE PRIVEE IKASTOLA GARAZIKO;64485;SAINT JEAN PIED DE PORT;privé sous contrat;119.5
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641786U;ECOLE PRIMAIRE PRIVEE SAINT AGNES;64102;BAYONNE;privé sous contrat;95.5
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641825L;ECOLE PRIMAIRE;64021;ANDOINS;public;117.0
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641828P;ECOLE PRIMAIRE PUBLIQUE XAVIER NAVARROT;64422;OLORON SAINTE MARIE;public;85.7
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641898R;IKASTOLA HIRIONDOKO;64102;BAYONNE;privé sous contrat;125.0
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0641902V;ECOLE PRIMAIRE PRIVEE ZALDUBI IKASTOLA;64495;SAINT PEE SUR NIVELLE;privé sous contrat;118.2
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0642068A;ECOLE ELEMENTAIRE PUBLIQUE VICTOR HUGO;64335;LESCAR;public;117.6
2021-2022;BORDEAUX;064;PYRENEES-ATLANTIQUES;0642082R;ECOLE PRIMAIRE PUBLIQUE GAZTELAIA;64188;CHERAUTE;public;111.0
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650106M;ECOLE ELEMENTAIRE;65248;LAHITTE TOUPIERE;public;104.1
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650127K;ECOLE ELEMENTAIRE LA SENDERE;65440;TARBES;public;88.2
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650149J;ECOLE PRIMAIRE;65284;LOUEY;public;115.3
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650196K;ECOLE ELEMENTAIRE;65446;TOSTAT;public;95.9
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650263H;ECOLE ELEMENTAIRE;65055;AYROS ARBOUIX;public;113.1
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650283E;ECOLE PRIMAIRE JOSEPH CONTRAIRES;65029;ARRAS EN LAVEDAN;public;102.8
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650295T;ECOLE ELEMENTAIRE CARNOT;65059;BAGNERES DE BIGORRE;public;107.4
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650303B;ECOLE PRIMAIRE;65147;CIEUTAT;public;104.8
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650385R;ECOLE ELEMENTAIRE;65084;BERNAC DESSUS;public;115.9
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650396C;ECOLE PRIMAIRE;65410;SARROUILLES;public;108.2
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650456T;ECOLE ELEMENTAIRE;65318;MONTASTRUC;public;94.0
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650580C;ECOLE PRIMAIRE;65465;VIELLE AURE;public;103.3
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650662S;ECOLE PRIMAIRE PRIVEE;65235;JUILLAN;privé sous contrat;89.9
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650663T;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;65344;OSSUN;privé sous contrat;93.6
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650707R;ECOLE ELEMENTAIRE;65032;ARRENS MARSOUS;public;116.9
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650751N;ECOLE PRIMAIRE DU PAYS DE TRIE;65452;TRIE SUR BAISE;public;97.5
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650899Z;ECOLE ELEMENTAIRE PAUL VERLAINE;65062;BARBAZAN DEBAT;public;111.9
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650917U;ECOLE PRIMAIRE PRIVEE SAINT JOSEPH;65482;CANTAOUS;privé sous contrat;100.8
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650944Y;ECOLE ELEMENTAIRE PIERRE GUILLARD;65460;VIC EN BIGORRE;public;99.8
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650964V;ECOLE ELEMENTAIRE ARC EN CIEL;65100;BORDERES SUR L ECHEZ;public;97.3
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0650969A;ECOLE PRIMAIRE PUBLIQUE;65240;LABATUT RIVIERE;public;88.8
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0651068H;ECOLE PRIMAIRE LE GUERISSA;65258;LANNEMEZAN;public;89.6
2021-2022;TOULOUSE;065;HAUTES-PYRENEES;0651084A;ECOLE PRIMAIRE DU RPI DE L ARROS;65115;CABANAC;public;97.0
2021-2022;MONTPELLIER;066;PYRENEES-ORIENTALES;0660124B;ECOLE PRIMAIRE;66020;BOLQUERE;public;115.2
2021-2022;MONTPELLIER;066;PYRENEES-ORIENTALES;0660238A;ECOLE ELEMENTAIRE JEAN MERMOZ;66037;CANET EN ROUSSILLON;public;99.3
2021-2022;MONTPELLIER;066;PYRENEES-ORIENTALES;0660249M;ECOLE ELEMENTAIRE;66114;MONTESCOT;public;111.4
2021-2022;MONTPELLIER;066;PYRENEES-ORIENTALES;0660257W;ECOLE PRIMAIRE GEORGES RIERA;66177;SAINT JEAN LASSEILLE;public;102.0
2021-2022;MONTPELLIER;066;PYRENEES-ORIENTALES;0660258X;ECOLE ELEMENTAIRE GEORGES SAND;66189;SALEILLES;public;106.2
2021-2022;MONTPELLIER;066;PYRENEES-ORIENTALES;0660309C;ECOLE ELEMENTAIRE JEAN JACQUES ROUSSEAU;66136;PERPIGNAN;public;68.9
2021-2022;MONTPELLIER;066;PYRENEES-ORIENTALES;0660374Y;ECOLE PRIMAIRE FRANCOIS POUS;66214;TRESSERRE;public;101.4
